Site_ID,Name,Hierarchy,Primary_Typology,Secondary_Typology,Specific_Use,Site_Access,Site_Owner,Whole_Part,Site_Area_Ha,Ward
1326,Duchess Street - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0513,Bulwell
1875,Parkwood Court/Hucknall Road - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0508,Basford
1635,Limmem Gardens Area - 1,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0514,St Ann's
1162,Clifton Home Farm amenity - 2, ,Amenity Green Space,, ,No access information,Nottingham City Council,Whole Site,0.0509,Clifton West
1819,Newmarket Road - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0508,Bulwell
1091,Cairns Close/Belconnen Road - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0498,Bestwood
775,Beaconhill Rise - 1,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0498,St Ann's
1876,Parkwood Court/Hucknall Road - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0502,Basford
1877,Parkwood Court/Hucknall Road - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0498,Basford
1357,Farnborough Road Green - 1,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0499,Clifton East
761,Barrent Walk - 1,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0498,Bestwood
2084,Wilford Crescent Green P.Stn-Bathley Street - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0497,Meadows
2103,Winscale Gardens - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0495,Bestwood
260,Land next to Bulwell BMX track,Local,Natural and Semi Natural,,Grassland / Scrub,Freely accessible to public: unofficial/de facto,Nottingham City Council,Whole Site,2.3205,Bulwell
10,Gardendale Plantation,Local,Natural and Semi Natural,,Green Corridor,Freely accessible to public,Nottingham City Council,Whole Site,2.2632,Clifton East
455,Quarry Holes Plantation,Local,Natural and Semi Natural,,Woodland,Freely accessible to public,Nottingham City Council,Whole Site,2.2509,Aspley
1508,Grotto Farm Housing - 1,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0388,Clifton West
1829,Nine Acre Gardens - 5, ,Amenity Green Space,, ,No access information,Nottingham City Council,Whole Site,0.0386,Bulwell
1122,Cawston Gardens - 29,,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0389,Bulwell
1023,Lytham Gardens - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0389,Bestwood
990,Cotswold Road Flats Adj to Flats 1-7 - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0378,Bilborough
767,Barrent Walk - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0377,Bestwood
2063,Wilden Crescent Greens - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.038,Clifton East
1164,Clifton Home Farm amenity - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.038,Clifton West
1126,Cawston Gardens - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0375,Bulwell
690,Allendale Avenue Encl adj 62-86 - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0366,Aspley
689,Allendale Avenue Encl adj 62-86 - 1,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0373,Aspley
1103,Cawston Gardens - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0375,Bulwell
777,Beaconhill Rise - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0372,St Ann's
1937,Steadfold Close - 1,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0373,Bulwell
586,Colwick Woods - West View - 1,City,Natural and Semi Natural,,Woodland,No public access,Nottingham City Council,Whole Site,0.0371,Dales
2017,Tobias Close - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.037,Bulwell Forest
991,Cotswold Road Flats Adj to Flats 1-7 - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0371,Bilborough
1200,Conifer Walkway Cut Through - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0369,Clifton East
2341,River Leen 18 - 4,Local,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.0207,Radford
795,Beecham Avenue Area - 19,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0213,St Ann's
1237,Cotswold Road Flats Adj to Flats 1-7 - 18,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0205,Aspley
797,Beecham Avenue Area - 20,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0212,St Ann's
1689,Lytham Gardens - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0204,Bestwood
1204,Conifer Walkway Cut Through - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0205,Clifton East
1290,Dogwood Cresent - 1,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0202,Bulwell
1868,Park Lane/Rosegarth Walk - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0199,Basford
1743,Milford Drive - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.02,Dales
700,Aslockton Drive Green - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0201,Basford
1962,Steadfold Close - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0204,Bulwell
1791,Murby Street - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0204,Bulwell
1509,Grotto Farm Housing - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0204,Clifton West
2001,Tobias Close - 14,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0196,Bulwell Forest
1128,Cawston Gardens - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0198,Bulwell
2243,St.Ann's Hospital School - 4,Local,Institutional,,Training Establishment,No access information,NHS,Whole Site,0.0204,Mapperley
1170,Clifton Village Greens - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0199,Clifton West
1432,Flaxton Way/Bakewell Drive Area - 26,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0202,Bulwell Forest
1892,Queens Bower Rd - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0203,Bestwood
2304,Nottingham Canal 1 - 1,City,Natural and Semi Natural,,Green Corridor,Freely accessible to public,Nottingham City Council,Whole Site,0.0196,Meadows
2034,Top Valley Drive/Brisbane Drive - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0204,Bulwell Forest
1822,Nine Acre Gardens - 10, ,Amenity Green Space,, ,No access information,Nottingham City Council,Whole Site,0.0198,Bulwell
1700,Meadows Amenity Areas - 15, ,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0078,Meadows
1318,Duchess Street - 16,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0068,Bulwell
1346,Edern Close Area - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0072,Bestwood
1259,David Charles Estate - 18,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0075,Clifton West
272,Woodthorpe Meadow (NWT),Local,Natural and Semi Natural,,Grassland,Freely accessible to public,Notts Wildlife Trust,Whole Site,0.7177,Sherwood
76,Queens Drive Park and Ride Site (Crocus Meadows) - 2,Neighbourhood,Natural and Semi Natural,,Grassland,Freely accessible to public,Nottingham City Council,Whole Site,0.7126,Lenton & Wollaton East
636,Instow Rise Open Space,Local,Parks and Gardens,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.7036,St Ann's
639,Hayden Garth Open Space,Local,Natural and Semi Natural,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.6836,Berridge
328,Nethergate Stream 1 Clifton estate - 2,City,Natural and Semi Natural,,Green Corridor,Freely accessible to public,Nottingham City Council,Whole Site,0.6584,Clifton East
14,Tunstall Drive Woodland,Local,Natural and Semi Natural,,Green Corridor,Freely accessible to public,Nottingham City Council,Whole Site,0.6472,Basford
170,Springfield Corner Open Space (River Leen 1),Local,Natural and Semi Natural,,Grassland / Scrub / Corridor,Freely accessible to public,Nottingham City Council,Whole Site,0.6323,Bulwell
1185,Colston Road/ST Albans Road - 15,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0265,Bulwell Forest
1828,Nine Acre Gardens - 4, ,Amenity Green Space,, ,No access information,Nottingham City Council,Whole Site,0.0267,Bulwell
1184,Colston Road/ST Albans Road - 14,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0272,Bulwell Forest
1029,Stoney Houghton Gardens - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0268,Bulwell
882,Bentinck Court - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0273,Dales
1097,Carlin Street - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0269,Bulwell
793,Beecham Avenue Area - 17,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0267,St Ann's
2064,Wilden Crescent Greens - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0274,Clifton East
1454,Forsythia Gardens - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0267,Lenton & Wollaton East
2094,Wilkinson Street Greens - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0269,Basford
929,Catherine Close - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0269,Bulwell
759,Aveline Close - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0495,Bestwood
1820,Newmarket Road - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0493,Bulwell
1575,Kersall Court - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0488,Basford
2280,Day Brook Bank - 3,Local,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.0184,Basford
1792,Murby Street - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0184,Bulwell
1793,Murby Street - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0182,Bulwell
723,Aveline Close - 19,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0178,Bestwood
2020,Top Valley Drive/Brisbane Drive - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.018,Bulwell Forest
770,Barrent Walk - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0179,Bestwood
1830,Nine Acre Gardens - 6, ,Amenity Green Space,, ,No access information,Nottingham City Council,Whole Site,0.0178,Bulwell
799,Beecham Avenue Area - 22,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0183,St Ann's
800,Beecham Avenue Area - 23,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.018,St Ann's
801,Beecham Avenue Area - 24,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0178,St Ann's
2070,Wilford Crescent Green P.Stn-Bathley Street - 14,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0177,Meadows
2069,Wilford Crescent Green P.Stn-Bathley Street - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0183,Meadows
802,Beecham Avenue Area - 25,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0177,St Ann's
1457,Forsythia Gardens - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0176,Lenton & Wollaton East
1433,Flaxton Way/Bakewell Drive Area - 27,,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0181,Bulwell Forest
1434,Flaxton Way/Bakewell Drive Area - 28,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0181,Bulwell Forest
1131,Cawston Gardens - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0183,Bulwell
1511,Grotto Farm Housing - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0176,Clifton West
1123,Cawston Gardens - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0181,Bulwell
1111,Cawston Gardens - 19,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0177,Bulwell
1109,Cawston Gardens - 17,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0181,Bulwell
1396,Farnborough Road Green - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0176,Clifton West
1395,Farnborough Road Green - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0183,Clifton West
768,Barrent Walk - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0369,Bestwood
1489,Gayhurst Road - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0372,Basford
2223,Queens Medical Centre - 6,Local,Institutional,,Grass verges,No access information,NHS,Whole Site,0.0364,Lenton & Wollaton East
2042,Weetman Gardens Area - 1,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0357,Bestwood
